primary_key,caption,hashtag_count,mention_count,Cleaned Caption,Valence,Arousal,complexity_score,Concreteness_Score,Name_x,Sponsored,Json_Name,like_count,comment_count,File Name,Followers,Following,Posts,Category,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,engagement_rate
339764,"Lady Boss 😎😎
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #edit #edited #photoshop #iaaworldcongress #kerala #kochi #event #interview #smile #cutesmile #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #photoshoot #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes",30,3,"['lady', 'boss', '•', '•']",0.582,0.554,19.5257,3.683133478500276,deepika.padukone.the.princess,0,1986491699349760928,219,5,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,34.001,1.001,95.211,1.001,100.001,34.001,76.76100000000001,34.331,7.061,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.061,1.001,10.091,1.001,4.031,7.061,7.061,1.001,7.061,1.001,1.001,1.001,1.001,1.001,1.001,1.001,10.091,10.091,1.001,4.031,4.031,1.001,1.001,1.001,1.001,1.001,19.181,10.091,1.001,4.031,1.001,1.001,4.031,13.121,1.001,1.001,10.091,1.001,1.001,1.001,1.001,1.001,19.181,4.031,1.001,13.121,1.001,4.031,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,4.031,1.001,1.001,1.001,4.031,1.001,1.001,4.031,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,4.031,1.001,1.001,1.001,1.001,1.001,1.001,1.001,101.001,1.001,1.001,1.001,1.001,1.001,101.001,7.061,0.017398058252427184
339765,"🙌🙌 Deepika Padukone is nominated for Zee Cine Awards 2019, nominee for the best actor in female 🙌🙌🎉😍😍, vote for her link in bio 💗
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #awards #zeecineawards #nomination #proud #vote #awardshow #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",27,3,"['deepika', 'padukone', 'nominated', 'zee', 'cine', 'awards', '2019', 'nominee', 'best', 'actor', 'female', 'vote', 'link', 'bio', '•', '•']",0.649,0.4851666666666667,20.5177,3.2729846823847426,deepika.padukone.the.princess,0,1986955123988968625,178,4,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,51.001,97.851,90.501,2.001,100.001,51.001,59.001,53.001,27.001,17.001,3.001,3.001,1.001,1.001,1.001,3.001,1.001,1.001,5.001,3.001,3.001,11.001,3.001,1.001,1.001,1.001,3.001,11.001,1.001,21.001,1.001,15.001,7.001,3.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,13.001,13.001,1.001,3.001,3.001,1.001,1.001,1.001,1.001,1.001,11.001,1.001,1.001,1.001,1.001,1.001,1.001,11.001,1.001,1.001,9.001,1.001,9.001,9.001,1.001,1.001,13.001,5.001,1.001,7.001,1.001,3.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.001,1.001,1.001,1.001,11.001,1.001,1.001,5.001,5.001,1.001,1.001,5.001,1.001,1.001,1.001,1.001,1.001,3.001,1.001,1.001,1.001,1.001,1.001,1.001,65.001,1.001,5.001,1.001,1.001,1.001,61.001,17.001,0.014135922330097087
339766,"Deepika Padukone spotted post a Salon session today in Bandra, Mumbai 😍😘
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #salon #hairspa #spa #hair #salonsession #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,3,"['deepika', 'padukone', 'spotted', 'post', 'salon', 'session', 'today', 'bandra', 'mumbai', '•', '•']",0.5442,0.3962,19.9721,3.437350108875206,deepika.padukone.the.princess,0,1987016055406568188,2700,6,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,39.001,96.091,71.59100000000001,2.001,93.271,39.001,74.68100000000001,35.211,11.531,6.261,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.631,3.631,1.001,3.631,1.001,1.001,1.001,1.001,1.001,6.261,1.001,8.891,1.001,6.261,3.631,3.631,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.261,6.261,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.261,1.001,1.001,1.001,1.001,1.001,1.001,6.261,1.001,1.001,6.261,1.001,1.001,1.001,1.001,1.001,11.531,6.261,1.001,3.631,1.001,3.631,6.261,3.631,1.001,3.631,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.261,1.001,1.001,1.001,6.261,1.001,1.001,6.261,6.261,1.001,1.001,3.631,3.631,1.001,1.001,3.631,1.001,3.631,1.001,1.001,1.001,1.001,1.001,1.001,79.95100000000001,1.001,3.631,1.001,1.001,1.001,77.321,6.261,0.2101747572815534
339767,"Stun 😱🔥🔥, unpublished picture of Deepika Padukone from GQ Magazine
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #gq #gqmagazine #magazine #magazinephotoshoot #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #photoshoot #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #activeuser2k19",25,3,"['stun', 'unpublished', 'picture', 'deepika', 'padukone', 'gq', 'magazine', '•', '•']",0.517,0.4575,19.8729,3.575422319000184,deepika.padukone.the.princess,0,1987088475693908399,867,2,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,36.001,96.411,73.87100000000001,1.001,95.701,36.001,86.711,29.571,15.291,6.711,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.861,6.711,1.001,1.001,1.001,1.001,3.861,6.711,1.001,6.711,1.001,3.861,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.711,6.711,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.711,1.001,1.001,1.001,1.001,1.001,1.001,6.711,1.001,1.001,6.711,1.001,1.001,1.001,1.001,1.001,6.711,3.861,1.001,1.001,1.001,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.861,1.001,1.001,1.001,3.861,1.001,1.001,3.861,6.711,3.861,1.001,1.001,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,83.861,1.001,3.861,1.001,1.001,1.001,81.001,9.571,0.06749514563106795
339768,"Hello Mrs Padukone 👄👄👄
•
Edited by me
•
@deepikapadukone @gqindia @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #gq #gqindia  #edit #edited #photoshoot #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #photoshoot #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes",25,6,"['hello', 'mrs', 'padukone', '•', 'edited', '•']",0.01,0.01,19.7241,3.038133478500275,deepika.padukone.the.princess,0,1987827904461095746,169,2,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,36.001,90.521,73.87100000000001,2.001,100.001,36.001,78.141,35.291,12.431,6.711,3.861,3.861,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.861,1.001,1.001,1.001,1.001,1.001,6.711,1.001,6.711,1.001,3.861,3.861,9.571,1.001,9.571,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.571,9.571,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,12.431,6.711,1.001,6.711,1.001,1.001,3.861,9.571,1.001,1.001,9.571,1.001,1.001,1.001,1.001,1.001,15.291,3.861,1.001,9.571,1.001,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.861,1.001,1.001,1.001,3.861,1.001,1.001,3.861,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.711,1.001,1.001,1.001,1.001,1.001,1.001,1.001,89.571,1.001,1.001,1.001,1.001,1.001,89.571,9.571,0.013281553398058253
339772,"Deepika Padukone spotted at Mumbai airport, back from Greece 😍😍😍😍😘
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #greece #shooting #shoot #spotted #mumbaiairport #airport #airportfashion #airportlook #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",29,3,"['deepika', 'padukone', 'spotted', 'mumbai', 'airport', 'back', 'greece', '•', '•']",0.507,0.503,19.8729,3.753133478500276,deepika.padukone.the.princess,0,1990507999537589745,869,3,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,40.001,95.991,70.891,2.001,92.401,40.001,83.051,29.211,11.261,6.131,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.131,1.001,1.001,1.001,1.001,1.001,6.131,1.001,8.691,1.001,6.131,3.561,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.131,6.131,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.131,1.001,1.001,1.001,1.001,1.001,1.001,6.131,1.001,1.001,6.131,1.001,1.001,1.001,1.001,1.001,6.131,3.561,1.001,1.001,1.001,3.561,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.131,1.001,1.001,1.001,6.131,1.001,1.001,6.131,8.691,1.001,1.001,3.561,6.131,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,85.62100000000001,1.001,3.561,1.001,1.001,1.001,83.051,13.821,0.06772815533980582
339773,"Cutie pie 😆😆 Deepika Padukone for Experience Axis by Axis Bank, photographed by Dean Freeman 😍😍😘
•
•
@deepikapadukone @axis_bank @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #axisbank #experienceaxis #bank #photoshoot #photography #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,6,"['cutie', 'pie', 'deepika', 'padukone', 'experience', 'axis', 'axis', 'bank', 'photographed', 'dean', 'freeman', '•', '•']",0.595,0.41225,20.1209,3.7226266957000553,deepika.padukone.the.princess,0,1990846691917648223,239,3,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,45.001,97.161,79.101,2.001,99.141,45.001,78.271,37.361,12.361,7.821000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.821000000000001,1.001,1.001,1.001,1.001,1.001,5.551,1.001,10.091,1.001,5.551,5.551,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.821000000000001,7.821000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.821000000000001,1.001,1.001,1.001,1.001,1.001,1.001,7.821000000000001,1.001,3.271,5.551,1.001,1.001,1.001,1.001,1.001,12.361,3.271,1.001,7.821000000000001,5.551,3.271,3.271,1.001,1.001,1.001,1.001,1.001,1.001,3.271,1.001,1.001,1.001,5.551,1.001,1.001,1.001,5.551,1.001,1.001,3.271,5.551,1.001,1.001,5.551,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,78.271,1.001,3.271,1.001,1.001,1.001,76.001,12.361,0.018796116504854368
339774,"Foodie 😋😋😋, Deepika Padukone for Experience Axis by Axis Bank, photographed by Dean Freeman 😍😍😘
•
•
@deepikapadukone @axis_bank @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #axisbank #experienceaxis #bank #photoshoot #photography #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,6,"['foodie', 'deepika', 'padukone', 'experience', 'axis', 'axis', 'bank', 'photographed', 'dean', 'freeman', '•', '•']",0.5747142857142856,0.4047142857142857,20.0713,3.548880087100166,deepika.padukone.the.princess,0,1990847013503160532,880,6,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,44.001,97.261,68.321,2.001,88.73100000000001,44.001,80.071,35.881,12.631,7.981000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.981000000000001,1.001,1.001,1.001,1.001,1.001,5.651000000000001,1.001,10.301,1.001,5.651000000000001,5.651000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.651000000000001,5.651000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.651000000000001,1.001,1.001,1.001,1.001,1.001,1.001,5.651000000000001,1.001,1.001,5.651000000000001,1.001,1.001,1.001,1.001,1.001,12.631,3.331,1.001,7.981000000000001,5.651000000000001,3.331,3.331,1.001,1.001,1.001,1.001,1.001,1.001,3.331,1.001,1.001,1.001,5.651000000000001,1.001,1.001,1.001,5.651000000000001,1.001,1.001,3.331,5.651000000000001,1.001,1.001,5.651000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,82.40100000000001,1.001,5.651000000000001,1.001,1.001,1.001,77.741,14.951,0.06881553398058253
339775,"Lady boss 😎, Deepika Padukone for Experience Axis by Axis Bank, photographed by Dean Freeman 😍😍😘
•
Retouched by me •
@deepikapadukone @axis_bank @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #axisbank #experienceaxis #bank #photoshoot #photography #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,6,"['lady', 'boss', 'deepika', 'padukone', 'experience', 'axis', 'axis', 'bank', 'photographed', 'dean', 'freeman', '•', 'retouched', '•']",0.5507500000000001,0.4345,20.2697,3.632048537636464,deepika.padukone.the.princess,0,1990854265773722952,732,6,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,48.001,96.891,77.111,2.721,84.95100000000001,48.001,75.471,39.301,15.891,11.641,3.131,3.131,3.131,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.511,1.001,1.001,1.001,1.001,1.001,5.261,1.001,11.641,1.001,5.261,7.381,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.261,5.261,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.511,3.131,1.001,3.131,1.001,1.001,1.001,9.511,1.001,1.001,7.381,1.001,1.001,1.001,1.001,1.001,13.771,3.131,1.001,9.511,5.261,3.131,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.261,1.001,1.001,1.001,5.261,1.001,1.001,3.131,5.261,1.001,1.001,5.261,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,75.471,1.001,5.261,1.001,1.001,1.001,71.211,9.511,0.05732038834951456
339776,"Deepika Padukone for Experience Axis by Axis Bank, photographed by Dean Freeman 😍😍😘
•
Retouched by me
•
@deepikapadukone @axis_bank @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #axisbank #experienceaxis #bank #photoshoot #photography #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,6,"['deepika', 'padukone', 'experience', 'axis', 'axis', 'bank', 'photographed', 'dean', 'freeman', '•', 'retouched', '•']",0.5403333333333333,0.3946666666666666,20.170500000000004,3.620696328555617,deepika.padukone.the.princess,0,1990854492500995718,1530,7,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,46.001,97.081,54.331,2.911,86.84100000000001,46.001,78.781,36.561,16.561,12.111,3.221,3.221,3.221,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.891,1.001,1.001,1.001,1.001,1.001,5.441000000000001,1.001,9.891,1.001,5.441000000000001,5.441000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.441000000000001,5.441000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.441000000000001,1.001,1.001,1.001,1.001,1.001,1.001,5.441000000000001,1.001,1.001,5.441000000000001,1.001,1.001,1.001,1.001,1.001,12.111,3.221,1.001,7.671,5.441000000000001,3.221,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.441000000000001,1.001,1.001,1.001,5.441000000000001,1.001,1.001,3.221,5.441000000000001,1.001,1.001,5.441000000000001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,76.561,1.001,3.221,1.001,1.001,1.001,74.331,7.671,0.11937864077669903
339777,"When Ranbir Kapoor invited Deepika Padukone for coffee 😍😍😘😘
•
•
@deepikapadukone @ranveersingh @shaleenanathani @georgiougabriel #deepikapadukone #ranveersingh #ranbirkapoor #coffee #friends #bts #behindthescenes #fashion #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,5,"['ranbir', 'kapoor', 'invited', 'deepika', 'padukone', 'coffee', '•', '•']",0.823,0.418,19.823300000000003,3.3258446380003672,deepika.padukone.the.princess,0,1991284618057368622,127,3,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,38.001,86.331,84.391,2.001,94.121,38.001,82.081,33.431,11.811,6.4110000000000005,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.701,1.001,3.701,3.701,1.001,1.001,6.4110000000000005,1.001,11.811,3.701,6.4110000000000005,3.701,3.701,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.4110000000000005,6.4110000000000005,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,11.811,3.701,3.701,1.001,1.001,1.001,1.001,9.111,1.001,3.701,6.4110000000000005,1.001,1.001,1.001,1.001,1.001,6.4110000000000005,3.701,1.001,1.001,1.001,3.701,6.4110000000000005,1.001,1.001,1.001,1.001,1.001,1.001,6.4110000000000005,1.001,1.001,1.001,6.4110000000000005,1.001,1.001,1.001,6.4110000000000005,1.001,1.001,6.4110000000000005,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.701,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,84.781,1.001,1.001,1.001,1.001,1.001,84.781,11.811,0.010097087378640776
339779,"OMG 😍😍 Queen Deepika Padukone for Akash Ambani and Shloka Mehta's wedding 😍😍😘,
styled by @shaleenanathani makeup by @danielcbauer hair by @florianhurel wearing @sabyasachiofficial
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #ambaniwedding #bigfatwedding #akashambani #shlokamehta #wedding #indianwedding #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,7,"['omg', 'queen', 'deepika', 'padukone', 'akash', 'ambani', 'shloka', 'mehta', 'wedding', 'styled', 'makeup', 'hair', 'wearing', '•']",0.7436,0.5065999999999999,20.368900000000004,3.5239668118336085,deepika.padukone.the.princess,0,1995898303065315214,1466,7,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,50.001,95.111,84.601,2.001,83.061,50.001,72.43100000000001,35.690999999999995,19.371,13.241,3.041,3.041,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.161,1.001,1.001,3.041,1.001,3.041,5.081,1.001,13.241,5.081,5.081,5.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.081,5.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,11.201,5.081,1.001,1.001,1.001,1.001,1.001,11.201,5.081,1.001,7.121,1.001,1.001,1.001,1.001,1.001,5.081,3.041,1.001,1.001,1.001,3.041,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.081,1.001,1.001,1.001,5.081,1.001,1.001,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.041,3.041,1.001,1.001,1.001,70.391,1.001,3.041,1.001,1.001,3.041,66.311,11.201,0.11440776699029126
339780,"Uffff 😍😍, Deepika Padukone for Akash Ambani and Shloka Mehta's wedding 😍😍😘,
styled by @shaleenanathani makeup by @danielcbauer hair by @florianhurel wearing @sabyasachiofficial
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #ambaniwedding #bigfatwedding #akashambani #shlokamehta #wedding #indianwedding #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,7,"['uffff', 'deepika', 'padukone', 'akash', 'ambani', 'shloka', 'mehta', 'wedding', 'styled', 'makeup', 'hair', 'wearing', '•']",0.71075,0.46025,20.3193,3.439781976545756,deepika.padukone.the.princess,0,1995974986795441745,507,3,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,49.001,96.801,85.23100000000001,1.001,84.001,49.001,73.921,32.251000000000005,17.671000000000003,11.421,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.331,1.001,1.001,3.081,1.001,3.081,5.171,1.001,11.421,5.171,5.171,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.171,5.171,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.331,5.171,1.001,1.001,1.001,1.001,1.001,9.331,5.171,1.001,5.171,1.001,1.001,1.001,1.001,1.001,5.171,3.081,1.001,1.001,1.001,3.081,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.171,1.001,1.001,1.001,5.171,1.001,1.001,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,73.921,1.001,5.171,1.001,1.001,3.081,67.671,11.421,0.03961165048543689
339781,"😍😍 Gorgeous Deepika Padukone for Akash Ambani and Shloka Mehta's wedding 😍😍😘,
styled by @shaleenanathani makeup by @danielcbauer hair by @florianhurel wearing @sabyasachiofficial
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #ambaniwedding #bigfatwedding #akashambani #shlokamehta #wedding #indianwedding #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,7,"['gorgeous', 'deepika', 'padukone', 'akash', 'ambani', 'shloka', 'mehta', 'wedding', 'styled', 'makeup', 'hair', 'wearing', '•']",0.7525999999999999,0.4801999999999999,20.3193,3.368303162272978,deepika.padukone.the.princess,0,1995975716545505303,380,3,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,49.001,96.801,85.23100000000001,1.001,97.741,49.001,76.001,34.331,19.751,11.421,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.331,1.001,1.001,3.081,1.001,3.081,7.251,1.001,11.421,5.171,5.171,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.251,7.251,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.331,5.171,1.001,1.001,1.001,1.001,1.001,9.331,5.171,1.001,5.171,1.001,1.001,1.001,1.001,1.001,5.171,3.081,1.001,1.001,1.001,3.081,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.171,1.001,1.001,1.001,5.171,1.001,1.001,3.081,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,71.831,1.001,3.081,1.001,1.001,3.081,67.671,11.421,0.02974757281553398
339782,"Stunning look 😍😍 Deepika Padukone for Akash Ambani and Shloka Mehta's wedding 😍😍😘,
styled by @shaleenanathani makeup by @danielcbauer hair by @florianhurel wearing @sabyasachiofficial
•
•
@deepikapadukone @ranveersingh #deepikapadukone #ranveersingh #ambaniwedding #bigfatwedding #akashambani #shlokamehta #wedding #indianwedding #goddess #deepveer #gorgeous #flawlessbeauty #beyondbeauty #beautyqueen #queenofhearts #queenofbollywood #beautiful #bollywood #hollywood #actress #bollywoodactress #hollywoodactress #bollywoodnews #gainlikes #gainfollowers",26,7,"['stunning', 'look', 'deepika', 'padukone', 'akash', 'ambani', 'shloka', 'mehta', 'wedding', 'styled', 'makeup', 'hair', 'wearing', '•', '•']",0.7416666666666667,0.4905,20.368900000000004,3.408444565416896,deepika.padukone.the.princess,0,1995990782938466372,446,5,deepika.padukone.the.princess,12875,195,1027,Creators & Celebrities,2.001,50.001,96.701,84.601,1.001,83.061,50.001,74.471,35.690999999999995,21.411,11.201,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,9.161,1.001,1.001,3.041,1.001,5.081,7.121,1.001,11.201,5.081,5.081,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,7.121,5.081,1.001,3.041,1.001,1.001,1.001,1.001,1.001,1.001,9.161,5.081,1.001,1.001,1.001,1.001,1.001,9.161,5.081,1.001,5.081,1.001,1.001,1.001,1.001,1.001,5.081,3.041,1.001,1.001,1.001,3.041,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,5.081,1.001,1.001,1.001,5.081,1.001,1.001,5.081,5.081,5.081,1.001,1.001,3.041,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,72.43100000000001,1.001,3.041,1.001,1.001,3.041,68.351,11.201,0.035029126213592235
